id,name,lat,lng,yelpstars,lastrating,rats,roaches,slime,fail,cuisine,weight
200031,"POST OAK GRILL EXPRESS",29.7574,-95.3684,5,1,1,1,1,1,,999
200057,"POST OAK GRILL EXPRESS",29.7574,-95.3684,5,1,1,1,1,1,,999
200077,"THE VOLCANO",29.7255,-95.4147,5,1,1,1,1,1,,999
200078,"HOBBIT CAFE'",29.7342,-95.4139,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
200088,"S & M DISTRIBUTOR",29.626,-95.2747,5,1,1,1,1,1,,999
200104,"SUBWAY SANDWICHES",29.7704,-95.4109,5,1,1,1,1,1,,999
200105,"RUGGLES CAFE & BAKERY",29.7175,-95.4143,5,1,1,1,1,1,"BAR & GRILL",999
200106,"COURTESY FOOD STORE",29.8196,-95.4996,5,1,1,1,1,1,CHICKEN,999
200114,"TEXAS LAND & CATTLE CO.",29.6071,-95.2098,5,1,1,1,1,1,"BAR & GRILL",999
200115,CHICK-FIL-A,29.6891,-95.4651,5,1,1,1,1,1,CHICKEN,999
200121,"FOGO DE CHAO",29.7375,-95.5119,5,1,1,1,1,1,,999
200123,"LARRY'S BAR B Q",29.8603,-95.5269,5,5,1,1,1,0,BARBECUE,999
200127,"CHILI'S GRILL & BAR",29.7377,-95.4901,5,1,1,1,1,1,"BAR & GRILL",999
200129,"CHARIVARI REST",29.7489,-95.3789,5,1,1,1,1,1,EUROPEAN,999
200132,"LITTLE WOODROWS IN MIDTOWN",29.7497,-95.377,5,1,1,1,1,1,,999
200141,"SHIPLEY DONUT",29.8452,-95.3845,5,1,1,1,1,1,,999
200142,"OSTIONERIA LAS ROCAS",29.8661,-95.3848,5,4,1,1,1,0,SEAFOOD,999
200143,KOJAK'S,29.8015,-95.4338,5,1,1,1,1,1,DELI,999
200146,"RICHARDS GROCERY STORE",29.7822,-95.4755,5,1,1,1,1,1,,999
200147,"KINGSPOINT MART",29.6184,-95.2302,5,1,1,1,1,1,OTHER,999
200150,"BISTRO LE CEP",29.7368,-95.5728,5,1,1,1,1,1,FRENCH,999
200184,"SHIPLEY DONUTS",29.8379,-95.3428,5,1,1,1,1,1,,999
200187,"SMOOTHIE KING",29.6858,-95.4611,5,1,1,1,1,1,"BEVERAGES, ETC.",999
200190,SHOP-N-GO,29.8002,-95.3611,5,1,1,1,1,1,,999
200202,"OUR STORE",29.9682,-95.5438,5,1,1,1,1,1,,999
200207,"WAL-MART #2718",29.6769,-95.4588,5,1,1,1,1,1,"BEVERAGES, ETC.",999
200208,"McGOWEN ELEMENTARY",29.8206,-95.3019,5,1,1,1,1,1,,999
200211,"KROGER #346",29.7966,-95.4849,5,3,1,1,1,0,,999
200223,"SUNRISE GROCERY #10",29.7919,-95.5796,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
200231,"LA RUCHE IMPORTS",29.6715,-95.5399,5,1,1,1,1,1,,999
200236,"TEXAS LAND & CATTLE STEAKHOUSE",29.7843,-95.6048,5,1,1,1,1,1,"BAR & GRILL",999
200245,"TAN TAN KITCHEN",29.7064,-95.5453,5,1,1,1,1,1,CHINESE,999
200250,"CH BURGERS",29.744,-95.4708,5,1,1,1,1,1,"BURGERS, ETC.",999
200251,"KROGER #363",29.7371,-95.5458,5,2,1,1,1,0,,999
200259,"FAMILY DOLLAR #3777",29.7036,-95.6021,5,1,1,1,1,1,,999
200261,"SMALL STEPS NURTURING CENTER",29.778,-95.375,5,1,1,1,1,1,,999
200265,"HONG KONG FOOD MARKET",29.7037,-95.5793,5,3,1,1,1,0,,999
200270,"SMOOTHIE KING",29.7378,-95.4884,5,1,1,1,1,1,"BEVERAGES, ETC.",999
200284,"BARBARA BUSH ELEMENTARY SCHOOL",29.7586,-95.6316,5,1,1,1,1,1,,999
200291,"TAN BINH MARKET",29.7039,-95.5808,5,2,1,1,1,1,,999
200294,"PHO DANH RESTAURANT",29.7037,-95.5794,5,1,1,1,1,1,VIETNAMESE,999
200386,"VITAMIN WORLD #3622",29.9452,-95.4148,5,1,1,1,1,1,,999
200396,"TROPICAL REFRESQUERIA",29.8691,-95.3979,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
200398,"JAMES FOOD STORE",29.7316,-95.3597,5,1,1,1,1,1,,999
200404,"AMC THEATERS WILLOWBROOK 24",29.9538,-95.5394,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
200412,"WALGREENS #4840",30.0685,-95.2121,5,1,1,1,1,1,,999
200414,"SALTGRASS STEAK HOUSE #15",29.9553,-95.5415,5,2,1,1,1,1,"BAR & GRILL",999
200422,"WALGREENS #5671",30.0498,-95.185,5,1,1,1,1,1,,999
200431,"BABIN'S SEAFOOD",29.9562,-95.5428,5,1,1,1,1,1,SEAFOOD,999
200440,"GREEN & FRESH PRODUCE COMPANY",29.8051,-95.3819,5,1,1,1,1,1,,999
200443,"KINGWOOD COVE DAY SCHOOL",30.0286,-95.2395,5,1,1,1,1,1,,999
200458,"WALGREENS #4605",29.6582,-95.3555,5,1,1,1,1,1,,999
200554,"K Q FOOD STORE",29.7971,-95.5266,5,1,1,1,1,1,,999
200569,"CAFE CASPIAN",29.7364,-95.5944,5,1,1,1,1,1,"MIDDLE EASTERN",999
200578,"JOANN'S CAFE",29.784,-95.5603,5,1,1,1,1,1,,999
200591,"PANADERIA TOTOPAN",29.7289,-95.5298,5,1,1,1,1,1,,999
200592,"HOKKAIDO JAPANESE KITCHEN",29.705,-95.544,5,1,1,1,1,1,JAPANESE,999
200608,"BEST WESTERN",29.9827,-95.2804,5,1,1,1,1,1,,999
200609,"FAMILY DOLLAR #2690",29.7238,-95.3784,5,1,1,1,1,1,,999
200617,"BIKE BARN",29.5748,-95.108,5,1,1,1,1,1,,999
200638,"THE HARP",29.7343,-95.4007,5,2,1,1,1,1,,999
200644,"THE NEUROPSYCHIATRIC CENTER",29.7117,-95.3943,5,1,1,1,1,1,,999
200649,"PAUL'S SNACK SHOP",29.7595,-95.3598,5,1,1,1,1,1,SANDWICHES,999
200652,"ON TRACK LEARNING CENTER",29.7848,-95.3356,5,2,1,1,1,1,,999
200656,"THIRD BASE",29.5568,-95.1239,5,2,1,1,1,1,,999
200658,"CROWN MART",29.6877,-95.3248,5,1,1,1,1,1,"BEVERAGES, ETC.",999
200672,"MUHAMMAD UNIVERSITY OF ISLAM",29.7052,-95.3459,5,1,1,1,1,1,,999
200676,"SUNNYSIDE ADULT DAY CARE",29.6837,-95.3919,5,1,1,1,1,1,,999
200679,"VITAMIN WORLD # 3625",29.623,-95.2287,5,2,1,1,1,1,,999
200704,"S. SANTIAGO PRODUCE",29.8099,-95.382,5,1,1,1,1,1,,999
200712,"MANNA HOUSE FOOD PANTRY",29.7211,-95.3661,5,1,1,1,1,1,,999
200992,"REFRESQUERIA RIO VERDE-CAMPANA",29.803,-95.4936,5,1,1,1,1,1,,999
201157,"SPEC'S #12",29.7701,-95.6074,5,1,1,1,1,1,,999
201158,"WESTCHASE ACADEMY",29.723,-95.5446,5,2,1,1,1,1,,999
201161,"BEST BUY FOOD MART #2",29.7724,-95.3012,5,2,1,1,1,1,,999
201172,"HANDI PLUS #27( Shell Gosohhe)",29.8436,-95.3429,5,1,1,1,1,1,,999
201187,"EDWARDS MARQ-E THEATRE",29.7848,-95.4661,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
201191,VIETOPIA,29.7277,-95.4279,5,1,1,1,1,0,VIETNAMESE,999
201203,"LA PREFERIDA",29.7185,-95.489,5,1,1,1,1,1,,999
201213,"LA MORENITA",29.8431,-95.2617,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
201929,"MACHADO CORN ROAST-FIESTA #8",29.8159,-95.4852,5,1,1,1,1,1,,999
202059,"CLAY ROAD TEXACO",29.8326,-95.5097,5,1,1,1,1,1,,999
202065,"ACE MART RESTAURANT SUPPLY CO.",29.7771,-95.3953,5,1,1,1,1,1,,999
202069,"STARBUCKS COFFEE #6332",29.7557,-95.3627,5,1,1,1,1,1,"BEVERAGES, ETC.",999
202088,"KOLACHE FACTORY #09",29.7892,-95.6588,5,1,1,1,1,1,BREAKFAST,999
202089,"NIXON HOME CARE ADULT DAY CARE",29.8205,-95.3336,5,1,1,1,1,1,,999
202092,"SHELL FOOD MART",29.8319,-95.5694,5,1,1,1,1,1,"BAR & GRILL",999
202105,"SOUTHWEST KEY PROGRAM",29.8346,-95.262,5,1,1,1,1,1,,999
202106,"TREASURE TOWN ACADEMY",29.8776,-95.3001,5,2,1,1,1,1,,999
202110,"LIVING WORD CHURCH",29.8675,-95.4589,5,1,1,1,1,1,,999
202112,"VALERO - AMIGO MART",29.7724,-95.2839,5,1,1,1,1,1,,999
202125,"LA CAMPESINA MEAT MARKET #1",29.7749,-95.2177,5,3,1,1,1,0,,999
202126,"MO MO CLUB",29.7942,-95.5411,5,1,1,1,1,1,,999
202284,"ALONTI CAFE # 48",29.7601,-95.3638,5,1,1,1,1,1,DELI,999
202291,"CONOCO FOOD MART",29.715,-95.2784,5,1,1,1,1,1,,999
202293,"SHERLOCK'S PUB",29.5742,-95.1084,5,1,1,1,1,0,,999
202296,"HERMANN PARK GOLF COURSE C.H.",29.7138,-95.3822,5,1,1,1,1,1,DELI,999
202315,"HARTMAN MIDDLE SCHOOL PTO",29.6727,-95.3011,5,1,1,1,1,1,,999
202338,"SUBWAY #4279",29.7557,-95.3627,5,1,1,1,1,1,DELI,999
202345,"LA MORELIANA #7 CARNICERIA",29.6922,-95.2776,5,1,1,1,1,1,,999
202410,"TACOS EL PALMAR - Tex Star",29.8027,-95.4217,5,1,1,1,1,1,,999
202447,"WEST HOUSTON CHRISTIAN CENTER",29.7239,-95.5692,5,1,1,1,1,1,,999
202448,"CRAWFISH & BEIGNETS",29.7038,-95.5758,5,1,1,1,1,1,SEAFOOD,999
202450,"THIEN PHU WEDDING REST.",29.7039,-95.5808,5,1,1,1,1,1,VIETNAMESE,999
202468,"MAGGIANO'S LITTLE ITALY",29.7451,-95.461,5,1,1,1,1,1,ITALIAN,999
202469,"WHATABURGER #694",29.7183,-95.4979,5,1,1,1,1,1,"BURGERS, ETC.",999
202473,"SHERATON SUITES",29.7425,-95.4583,5,3,1,1,1,0,"LOCAL / CONTINENTAL",999
202474,"STARBUCKS COFFEE #6309",29.7701,-95.6072,5,1,1,1,1,1,"BEVERAGES, ETC.",999
202477,"KENNY AND ZIGGY'S",29.7431,-95.461,5,1,1,1,1,1,DELI,999
202487,G.N.C.,29.7565,-95.6254,5,1,1,1,1,1,,999
202488,"BERING MEMORIAL U.M.CHURCH KIT",29.7413,-95.3971,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
202579,"ELOTES SALDANA-FIESTA #12",29.7765,-95.3133,5,1,1,1,1,1,,999
202816,"IMPACT HOUSTON CHURCH OF CHRIST",29.7773,-95.3754,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
202827,"ROSA BLANCA RESTAURANT",29.8094,-95.382,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
202846,"MANNIE'S SEAFOOD MKT",29.6696,-95.2631,5,0,1,1,1,0,,999
202851,"CAO THANG SANDWICH",29.7223,-95.5105,5,1,1,1,1,1,,999
202855,"LA MEXICANA FRUIT & MEAT #3",29.7169,-95.4889,5,1,1,1,1,1,,999
202859,"BLUE TRIANGLE COMMUNITY CTR.",29.7354,-95.3573,5,1,1,1,1,1,,999
202864,"HANDI STOP #64",29.7173,-95.2973,5,1,1,1,1,1,,999
202868,"GOODE COMPANY SEAFOOD II",29.7839,-95.5488,5,5,1,1,1,0,SEAFOOD,999
202874,"D & T FOOD STORE",29.6627,-95.368,5,1,1,1,1,1,,999
202876,"RIDGEMONT ELEM SCHOOL - PTO",29.5882,-95.4592,5,1,1,1,1,1,"BEVERAGES, ETC.",999
202883,"CELLAR BAR",29.5559,-95.1231,5,2,1,1,1,1,,999
202925,"TAQUERIA MARY-Texas Commissary",29.864,-95.3355,5,1,1,1,1,1,,999
202975,"PARK PLAZA PHARMACY",29.7228,-95.3888,5,1,1,1,1,1,,999
203118,"VARCADOS SHELL",29.7734,-95.4572,5,1,1,1,1,1,,999
203137,"DOLLAR STORE",29.9176,-95.4058,5,1,1,1,1,1,,999
203139,"TAQUERIA ABASOLO",29.7777,-95.3573,5,3,1,1,1,0,"MEXICAN / HISPANIC",999
203141,"HOBBY LOBBY #115",29.7851,-95.5589,5,1,1,1,1,1,,999
203145,"MARBLE SLAB CREAMERY",29.9547,-95.5408,5,1,1,1,1,1,,999
203167,"TUESDAY MORNING #396",29.7851,-95.5591,5,1,1,1,1,1,,999
203171,"TACO BELL & PIZZA HUT EXPRESS",29.942,-95.4075,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
203181,"SHIPLEY DONUTS",29.7718,-95.4236,5,1,1,1,1,1,,999
203192,"STAR OF HOPE MEN'S SHELTER",29.7602,-95.3517,5,1,1,1,1,1,,999
203212,"LUCERO BAKERY",29.7931,-95.3563,5,1,1,1,1,1,,999
203235,"JUANITA'S MEXICAN REST.",29.8083,-95.441,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
203247,"KOLACHE FACTORY #10",29.7839,-95.5487,5,1,1,1,1,1,,999
203500,"MINUTE MAID PARK - ARAMARK",29.758,-95.3536,5,1,1,1,1,0,"BEVERAGES, ETC.",999
203539,"LINDALE LITTLE LEAGUE",29.7944,-95.3647,5,1,1,1,1,1,,999
203545,"GENERAL NUTRITION #26",29.7987,-95.4553,5,1,1,1,1,1,,999
203652,"HOLY TRINITY DAY CARE",29.7816,-95.1928,5,1,1,1,1,1,,999
203655,"KROGER #349",29.7565,-95.6254,5,1,1,1,1,1,,999
203675,GNC,29.5535,-95.1187,5,1,1,1,1,1,,999
203691,THIRSTY'S,29.7408,-95.4618,5,1,1,1,1,1,,999
203692,"PEPPERIDGE FARM",29.8299,-95.5671,5,1,1,1,1,1,,999
203696,"HOMEWOOD SUITES HOTEL",30.0558,-95.2507,5,1,1,1,1,1,BREAKFAST,999
203699,"CAFE ADOBE",29.7848,-95.4661,5,2,1,1,1,1,"MEXICAN / HISPANIC",999
203715,"BUCA DI BEPPO",29.7276,-95.4279,5,1,1,1,1,1,ITALIAN,999
203716,"LYNCH'S FINEST - TEXAS",29.7617,-95.3579,5,1,1,1,1,1,,999
203956,"SUBWAY SANDWICH #13394",29.658,-95.3555,5,1,1,1,1,1,SANDWICHES,999
203970,"CADECO INDUSTRIES",29.7621,-95.3105,5,1,1,1,1,1,,999
203972,"SUNSHINE'S HEALTH FOOD STORE",29.708,-95.3357,5,1,1,1,1,1,VEGETARIAN,999
203976,"WHOLE FOODS MARKET",29.7391,-95.4187,5,1,1,1,1,1,,999
203989,"EL SOLOVINO BAR",29.7222,-95.511,5,1,1,1,1,1,,999
203991,"LEE'S ONE STOP-COASTAL",29.6937,-95.3209,5,1,1,1,1,1,"BEVERAGES, ETC.",999
203995,"ACADEMY SPORTS & OUTDOORS #16",29.6414,-95.2442,5,1,1,1,1,1,,999
204007,"ICE EXPRESS",29.6782,-95.2699,5,1,1,1,1,1,,999
204008,"A & C ARMS OF LOVE",29.6622,-95.3578,5,1,1,1,1,1,,999
204013,"TAQUERIA EL HERRADERO #2",29.6266,-95.2855,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
204020,"LIFE'S LITTLE BLESSINGS",29.6258,-95.2404,5,1,1,1,1,1,,999
204258,"HOT STOP BREAKFAST & MORE-South West Comisari",29.658,-95.372,5,1,1,1,1,1,,999
204334,"LOGAN'S ROADHOUSE INC",29.7418,-95.6443,5,1,1,1,1,1,"BAR & GRILL",999
204338,"DGZ CHOCOLATES",29.7041,-95.4909,5,1,1,1,1,1,,999
204346,"MCDONALD'S #24917",29.6745,-95.5614,5,2,1,1,1,1,"BURGERS, ETC.",999
204353,"CAFE EUROPE",29.7376,-95.4843,5,1,1,1,1,1,,999
204354,"WEST HOUSTON ASSOCIATION MINISTRIES FOOD PANT",29.7312,-95.5598,5,1,1,1,1,1,,999
204357,KIDIZONE,29.7192,-95.6047,5,1,1,1,1,1,,999
204362,"WESLEY ACADEMY",29.7223,-95.5553,5,1,1,1,1,1,,999
204370,"VIET TIEN TOFU AND FAST FOOD",29.7039,-95.5766,5,2,1,1,1,1,VIETNAMESE,999
204371,"COMFORT SUITES",29.7338,-95.5718,5,1,1,1,1,1,BREAKFAST,999
204372,"THE ABBEY",29.7309,-95.5951,5,1,1,1,1,1,,999
204375,"LA MICHOACANA MEAT MARKET #1",29.6843,-95.5135,5,1,1,1,1,1,,999
204378,"WINSENG BOOK & GIFT INC",29.705,-95.544,5,1,1,1,1,1,,999
204383,"WALGREENS #05313",29.7567,-95.6254,5,1,1,1,1,1,,999
204397,"SKAYS CHEVRON",29.6646,-95.464,5,1,1,1,1,1,,999
204791,"ROSE'S DELI AND CATERING",29.9409,-95.3318,5,1,1,1,1,1,,999
204804,"WESTCHESTER ACADEMY",29.782,-95.5816,5,1,1,1,1,1,,999
204829,"LITTLE WOODROWS",29.7156,-95.4149,5,1,1,1,1,1,,999
204833,"SELLER BROTHERS",29.8098,-95.526,5,1,1,1,1,1,,999
204867,"VANGUARD ACADEMY",29.7014,-95.5675,5,1,1,1,1,1,,999
204870,"CESAR E. CHAVEZ HIGH SCHOOL",29.6852,-95.2551,5,1,1,1,1,1,,999
204871,"JOHNSON & JOHNSON ADULT DAY CARE",29.6457,-95.445,5,1,1,1,1,1,,999
204872,"BOUDREAUX'S CAJUN KITCHEN",29.7006,-95.2965,5,1,1,1,1,1,CAJUN,999
204875,"DENNY'S #7443",29.7031,-95.2964,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
204891,"TIME MART #12",29.5998,-95.3536,5,1,1,1,1,1,CHICKEN,999
204896,"SER-NINOS CHARTER SCHOOL",29.7177,-95.4806,5,1,1,1,1,1,,999
204902,"EVER GOOD IMPORTS L.L.C.",29.7413,-95.3453,5,1,1,1,1,1,,999
204905,"MUSEUM OF HEALTH & MEDICAL SCIENCE STORE",29.7213,-95.3862,5,1,1,1,1,1,,999
204906,"DAVILA ELEMENTARY SCHOOL PTO",29.7146,-95.2846,5,1,1,1,1,1,,999
204908,"FAMILY DOLLAR #4387",29.7761,-95.2184,5,2,1,1,1,1,,999
204913,"KENTUCKY FRIED CHICKEN #Y34323",29.6408,-95.2427,5,1,1,1,1,1,CHICKEN,999
204915,"LOS CORRALES TAQUERIA",29.7405,-95.2882,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
204919,"POST OAK GRILL EXPRESS-MAIN",29.7574,-95.3684,5,1,1,1,1,1,,999
204920,"POST OAK GRILL EXPRESS-SIDE",29.7574,-95.3684,5,1,1,1,1,1,,999
204925,"FAST EDDIE'S BILLIARDS",29.6183,-95.219,5,2,1,1,1,1,,999
204926,"FAMILY DOLLAR #4407",29.6426,-95.2269,5,1,1,1,1,1,,999
204927,"FAMILY DOLLAR #4386",29.6794,-95.2926,5,1,1,1,1,1,,999
204932,"VILLAGE LIQUOR",29.7958,-95.4849,5,1,1,1,1,1,,999
205278,"J. LUNA PRODUCE",29.8114,-95.382,5,1,1,1,1,1,,999
205484,"JENSEN EXPRESS MART( Valero Gasoline)",29.8398,-95.3428,5,1,1,1,1,1,,999
205491,"TEXAS LAND & CATTLE",29.9599,-95.548,5,2,1,1,1,1,"BAR & GRILL",999
205500,PICNIC,29.7256,-95.4066,5,1,1,1,1,1,SANDWICHES,999
205501,"WALGREEN #5390",29.6878,-95.5702,5,1,1,1,1,1,,999
205506,"WEST @ CHIMNEY ROCK CHEVRON",29.7379,-95.4762,5,1,1,1,1,1,,999
205510,"NEW SUNSHINE LIQUOR #2",29.6558,-95.5715,5,1,1,1,1,1,,999
205511,"NEW HORIZON HEAD START CENTER",29.7089,-95.4968,5,1,1,1,1,1,,999
205518,"SUBWAY SANDWICH SHOP",29.6772,-95.2908,5,1,1,1,1,1,SANDWICHES,999
205520,"ROBERT M BEREN ACADEMY",29.6543,-95.4563,5,1,1,1,1,1,,999
205530,"STARBUCKS COFFEE #6344",29.7279,-95.4279,5,1,1,1,1,1,"BEVERAGES, ETC.",999
205539,"RANDALL'S #1776",30.051,-95.2445,5,2,1,1,1,1,,999
205541,"OSTIONERIA HUETAMICH",29.6889,-95.5536,5,2,1,1,1,1,"MEXICAN / HISPANIC",999
205550,"CHURCHES CHICKEN",29.7038,-95.5851,5,1,1,1,1,1,CHICKEN,999
205551,"KATZ DELI",29.7446,-95.3896,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
205566,"EL RANCHERO MEXICAN RESTAURANT",30.0452,-95.2496,5,1,1,1,1,1,,999
205571,"CLUB TROPICANA",29.7302,-95.5206,5,1,1,1,1,1,,999
205574,"HEB FOOD STORE #472",29.7386,-95.4844,5,1,1,1,1,0,,999
205579,"WINGS -N- THINGS",29.7376,-95.4843,5,1,1,1,1,1,CHICKEN,999
205589,"STARBUCKS COFFEE #6393",29.8327,-95.4836,5,1,1,1,1,1,"BEVERAGES, ETC.",999
205590,"THIEN THAO",29.7408,-95.379,5,1,1,1,1,1,,999
205600,"STARBUCKS COFFEE #6360",29.7416,-95.461,5,1,1,1,1,1,"BEVERAGES, ETC.",999
205601,"JAMBA JUICE",29.7416,-95.461,5,1,1,1,1,1,"BEVERAGES, ETC.",999
205604,"SKYLINE DELI",29.7467,-95.4573,5,1,1,1,1,1,DELI,999
205615,ZIMM'S,29.7339,-95.3911,5,1,1,1,1,1,,999
205617,"CORPUS CHRISTI CATHOLIC CHURCH",29.6747,-95.44,5,1,1,1,1,1,,999
205620,"HEB CENTRAL MARKET",29.7418,-95.4422,5,1,1,1,1,0,,999
205622,"LORI'S HALLMARK #24",29.7473,-95.3662,5,1,1,1,1,1,,999
205623,"LORI'S GIFT'S #309",29.6927,-95.4013,5,1,1,1,1,1,,999
205624,"HOME PLATE BAR AND GRILL",29.7556,-95.3552,5,1,1,1,1,1,"BAR & GRILL",999
206233,"THE SPLENDOR",29.9541,-95.5369,5,1,1,1,1,1,"BAR & GRILL",999
206234,"IHOP #1910",29.8287,-95.3802,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
206242,"KOLACHE FACTORY",29.9592,-95.5463,5,2,1,1,1,1,,999
206256,"PENZEY'S SPICES",29.8028,-95.4065,5,1,1,1,1,1,,999
206463,"TACOS PINEDA-SOUTH WEST COMISARIA",29.7282,-95.4976,5,1,1,1,1,1,,999
206547,"MIKKI'S CAFE",29.6535,-95.5638,5,2,1,1,1,1,,999
206557,"BRIGHT HORIZONS",29.7566,-95.3644,5,1,1,1,1,1,,999
206563,"PANDA PATH",29.8294,-95.5006,5,1,1,1,1,1,,999
206565,"LILLY GROVE MISSIONARY BAPTIST CHURCH",29.6921,-95.3699,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
206566,"RED ROBIN RESTAURANT",29.7848,-95.4661,5,1,1,1,1,1,"BURGERS, ETC.",999
206567,"KOLACHE FACTORY",29.8585,-95.5232,5,1,1,1,1,1,,999
206576,"SYLVIA'S CAFE",29.7841,-95.5852,5,1,1,1,1,1,DELI,999
206584,"FAMILY DOLLAR #4624",29.8328,-95.4453,5,1,1,1,1,1,,999
206589,"SMOOTHIE ISLAND JUICE BAR",29.7631,-95.4798,5,1,1,1,1,1,"BURGERS, ETC.",999
206611,"RANDALL'S #1774",29.8196,-95.466,5,1,1,1,1,0,,999
206614,"LARKIN MARKET",29.7791,-95.4157,5,1,1,1,1,1,,999
206617,"THE KELVIN ARMS PUB",29.719,-95.4163,5,1,1,1,1,1,,999
206619,"NEIGHBORHOOD CENTERS / RIPLEY HOUSE",29.7525,-95.328,5,1,1,1,1,1,,999
206632,"CAR SPA",29.7464,-95.3796,5,1,1,1,1,1,"BEVERAGES, ETC.",999
206635,"B'S CHILDRENS WORLD ACADEMY",29.8399,-95.2623,5,1,1,1,1,1,,999
206642,"FAMILY DOLLAR #4513",33.1318,-96.1031,5,1,1,1,1,1,,999
206648,"SUPER 8 MOTEL",29.7682,-95.2132,5,1,1,1,1,1,OTHER,999
206649,"THE GINGER MAN",29.7159,-95.4149,5,2,1,1,1,1,,999
206655,"MARBLE SLAB CREAMERY",29.7314,-95.4415,5,1,1,1,1,1,DESSERTS,999
206663,"THE NICKEL SANDWICH GRILL",29.7765,-95.3148,5,0,1,1,1,0,BARBECUE,999
206668,"LITTLE BUDDY #4",29.7802,-95.3824,5,1,1,1,1,1,OTHER,999
206672,"FRONTIER BBQ",29.7586,-95.3658,5,1,1,1,1,1,BARBECUE,999
206673,"SUPER 8 MOTEL",29.8193,-95.4725,5,1,1,1,1,1,,999
206676,"KIM'S FOOD DELI",29.7652,-95.3813,5,3,1,1,1,1,DELI,999
206680,"GATEWAY NEWSTANDS",29.7574,-95.3684,5,1,1,1,1,1,,999
206684,"CHIPOTLE MEXICAN GRILL # 201",29.7096,-95.401,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
206686,"SONIC DRIVE-IN #457-4402",29.8194,-95.4659,5,1,1,1,1,1,"BURGERS, ETC.",999
206695,"FAMILY DOLLAR #4537",29.6757,-95.2658,5,1,1,1,1,1,,999
206699,"WALGREEN #5709",29.5573,-95.1226,5,1,1,1,1,1,,999
206703,"IBIZA FOOD & WINE BAR",29.7472,-95.3765,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
206705,"SHAMAR HOPE HAVEN",29.7281,-95.3652,5,1,1,1,1,1,,999
206707,"LA MICHOACANA MEAT MARKET #12",29.6923,-95.2989,5,3,1,1,1,0,,999
206708,"KROGER #385",29.5593,-95.1245,5,1,1,1,1,1,,999
206711,"PHO 21",29.5743,-95.1085,5,1,1,1,1,1,VIETNAMESE,999
206716,"LOU'S CAFE/TEXAS HOBBY AUTO AUCTION",29.6445,-95.3051,5,1,1,1,1,1,,999
206724,"APOSTOLIC FAITH CHURCH EDUCAT.",29.6586,-95.3495,5,1,1,1,1,1,OTHER,999
206725,"HCC BOOKSTORE #509",29.7042,-95.2975,5,1,1,1,1,1,,999
206726,"ROYAL OAKS GRILL",29.7299,-95.5853,5,2,1,1,1,1,"LOCAL / CONTINENTAL",999
206729,"LANDRY'S CORPORATE OFFICE TEST KITCHEN",29.7536,-95.456,5,1,1,1,1,1,"LOCAL / CONTINENTAL",999
206732,"MEAT PLANET",29.7396,-95.2853,5,1,1,1,1,1,,999
206734,"GUADALAJARA HACIENDA",29.7839,-95.5355,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
206735,"GEORGE'S PIZZERIA/ITALIAN CUIS",29.6852,-95.2942,5,1,1,1,1,1,ITALIAN,999
206748,"TAQUERIA ARANDAS #12",29.6428,-95.2444,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
206755,"DORIS GARDNER RATLIFF CENTER",29.6379,-95.4347,5,2,1,1,1,1,,999
206756,"PAPPAS BURGER",29.7379,-95.4811,5,1,1,1,1,1,"BURGERS, ETC.",999
206759,"STARBUCKS COFFEE #6426",29.5514,-95.1256,5,1,1,1,1,1,"BEVERAGES, ETC.",999
206760,"DOUBLE NINE GINSENG HERB",29.7449,-95.3596,5,1,1,1,1,1,,999
206762,"FIRST CLASS CHILD DEV. CENTER",29.5825,-95.1522,5,1,1,1,1,1,,999
206864,"COUNTRY INN & SUITES",29.943,-95.3318,5,1,1,1,1,1,,999
206872,"TUESDAY MORNING #160",29.9614,-95.5525,5,1,1,1,1,1,,999
206875,"WINCHESTER INN & SUITES",29.9471,-95.2932,5,2,1,1,1,1,,999
206884,"CHIPOTLE MEXICAN GRILL # 163",29.9641,-95.5428,5,1,1,1,1,1,"MEXICAN / HISPANIC",999
206890,"STARBUCKS COFFEE #6377",29.959,-95.546,5,1,1,1,1,1,"BEVERAGES, ETC.",999
206902,"PUERTO ALEGRE",29.7532,-95.2835,5,1,1,1,1,1,,999
